,B01001001 - error,B01001001 - count,B01001002 - error,B01001002 - count,B01001003 - error,B01001003 - count,B01001004 - error,B01001004 - count,B01001005 - error,B01001005 - count,B01001006 - error,B01001006 - count,B01001007 - error,B01001007 - count,B01001008 - error,B01001008 - count,B01001009 - error,B01001009 - count,B01001010 - error,B01001010 - count,B01001011 - error,B01001011 - count,B01001012 - error,B01001012 - count,B01001013 - error,B01001013 - count,B01001014 - error,B01001014 - count,B01001015 - error,B01001015 - count,B01001016 - error,B01001016 - count,B01001017 - error,B01001017 - count,B01001018 - error,B01001018 - count,B01001019 - error,B01001019 - count,B01001020 - error,B01001020 - count,B01001021 - error,B01001021 - count,B01001022 - error,B01001022 - count,B01001023 - error,B01001023 - count,B01001024 - error,B01001024 - count,B01001025 - error,B01001025 - count,B01001026 - error,B01001026 - count,B01001027 - error,B01001027 - count,B01001028 - error,B01001028 - count,B01001029 - error,B01001029 - count,B01001030 - error,B01001030 - count,B01001031 - error,B01001031 - count,B01001032 - error,B01001032 - count,B01001033 - error,B01001033 - count,B01001034 - error,B01001034 - count,B01001035 - error,B01001035 - count,B01001036 - error,B01001036 - count,B01001037 - error,B01001037 - count,B01001038 - error,B01001038 - count,B01001039 - error,B01001039 - count,B01001040 - error,B01001040 - count,B01001041 - error,B01001041 - count,B01001042 - error,B01001042 - count,B01001043 - error,B01001043 - count,B01001044 - error,B01001044 - count,B01001045 - error,B01001045 - count,B01001046 - error,B01001046 - count,B01001047 - error,B01001047 - count,B01001048 - error,B01001048 - count,B01001049 - error,B01001049 - count,B03002001 - error,B03002001 - count,B03002002 - error,B03002002 - count,B03002003 - error,B03002003 - count,B03002004 - error,B03002004 - count,B03002005 - error,B03002005 - count,B03002006 - error,B03002006 - count,B03002007 - error,B03002007 - count,B03002008 - error,B03002008 - count,B03002009 - error,B03002009 - count,B03002010 - error,B03002010 - count,B03002011 - error,B03002011 - count,B03002012 - error,B03002012 - count,B03002013 - error,B03002013 - count,B03002014 - error,B03002014 - count,B03002015 - error,B03002015 - count,B03002016 - error,B03002016 - count,B03002017 - error,B03002017 - count,B03002018 - error,B03002018 - count,B03002019 - error,B03002019 - count,B03002020 - error,B03002020 - count,B03002021 - error,B03002021 - count
170312203002,169.0,896.0,116.0,524.0,35.0,49.0,26.0,32.0,13.0,13.0,24.0,20.0,11.0,0.0,11.0,0.0,8.0,6.0,6.0,4.0,79.0,123.0,27.0,49.0,46.0,89.0,20.0,32.0,12.0,17.0,16.0,20.0,19.0,39.0,12.0,7.0,13.0,13.0,11.0,0.0,8.0,6.0,11.0,0.0,7.0,5.0,11.0,0.0,11.0,0.0,78.0,372.0,23.0,27.0,9.0,7.0,10.0,7.0,24.0,22.0,11.0,0.0,11.0,0.0,11.0,0.0,15.0,21.0,33.0,83.0,19.0,24.0,33.0,46.0,28.0,39.0,9.0,8.0,27.0,32.0,16.0,21.0,11.0,10.0,9.0,6.0,11.0,0.0,8.0,5.0,11.0,0.0,11.0,0.0,22.0,14.0,11.0,0.0,169.0,896.0,135.0,644.0,135.0,596.0,22.0,15.0,12.0,8.0,7.0,5.0,11.0,0.0,11.0,0.0,25.0,20.0,11.0,0.0,25.0,20.0,117.0,252.0,89.0,147.0,10.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,9.0,8.0,75.0,90.0,30.0,30.0,70.0,60.0
170312205001,233.0,1075.0,140.0,493.0,11.0,0.0,19.0,31.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,12.0,26.0,18.0,88.0,165.0,68.0,98.0,24.0,39.0,11.0,0.0,40.0,77.0,11.0,0.0,11.0,0.0,11.0,0.0,27.0,15.0,11.0,0.0,11.0,0.0,21.0,13.0,17.0,11.0,22.0,14.0,11.0,0.0,162.0,582.0,17.0,13.0,31.0,24.0,15.0,11.0,12.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,45.0,49.0,109.0,219.0,43.0,72.0,26.0,32.0,11.0,0.0,25.0,30.0,27.0,29.0,23.0,15.0,29.0,23.0,17.0,11.0,11.0,0.0,11.0,0.0,27.0,24.0,10.0,6.0,11.0,6.0,19.0,11.0,233.0,1075.0,184.0,909.0,184.0,820.0,44.0,47.0,11.0,0.0,37.0,42.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,129.0,166.0,130.0,156.0,17.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170312206023,325.0,1566.0,216.0,759.0,33.0,20.0,11.0,0.0,81.0,68.0,13.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,25.0,22.0,56.0,64.0,121.0,144.0,97.0,169.0,67.0,64.0,11.0,0.0,83.0,64.0,22.0,8.0,11.0,0.0,11.0,0.0,21.0,13.0,11.0,0.0,11.0,0.0,77.0,80.0,56.0,34.0,11.0,0.0,195.0,807.0,41.0,36.0,24.0,16.0,25.0,14.0,2.0,1.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,12.0,75.0,115.0,89.0,182.0,29.0,19.0,33.0,20.0,201.0,188.0,21.0,14.0,18.0,11.0,71.0,56.0,23.0,13.0,11.0,0.0,22.0,14.0,11.0,0.0,55.0,34.0,85.0,62.0,11.0,0.0,325.0,1566.0,179.0,707.0,162.0,566.0,156.0,116.0,11.0,0.0,22.0,8.0,11.0,0.0,11.0,0.0,26.0,17.0,11.0,0.0,26.0,17.0,244.0,859.0,224.0,726.0,78.0,66.0,11.0,0.0,24.0,16.0,11.0,0.0,11.0,0.0,58.0,51.0,19.0,13.0,47.0,38.0
170312426004,345.0,1091.0,196.0,492.0,31.0,24.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,32.0,18.0,30.0,18.0,45.0,40.0,46.0,29.0,78.0,80.0,75.0,87.0,83.0,90.0,19.0,12.0,44.0,44.0,30.0,24.0,11.0,0.0,11.0,0.0,24.0,9.0,11.0,0.0,30.0,17.0,11.0,0.0,11.0,0.0,11.0,0.0,283.0,599.0,74.0,57.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,21.0,12.0,67.0,43.0,148.0,136.0,95.0,94.0,58.0,60.0,23.0,15.0,23.0,13.0,19.0,12.0,34.0,47.0,11.0,0.0,69.0,43.0,23.0,8.0,11.0,0.0,23.0,13.0,19.0,12.0,52.0,34.0,11.0,0.0,345.0,1091.0,320.0,760.0,272.0,578.0,115.0,139.0,11.0,0.0,67.0,43.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,202.0,331.0,184.0,267.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,83.0,64.0,11.0,0.0,11.0,0.0,11.0,0.0
170312427001,220.0,1669.0,153.0,917.0,52.0,82.0,39.0,78.0,30.0,42.0,29.0,38.0,18.0,12.0,23.0,19.0,14.0,13.0,17.0,8.0,63.0,137.0,36.0,89.0,41.0,70.0,46.0,88.0,37.0,59.0,35.0,56.0,13.0,11.0,19.0,12.0,21.0,19.0,15.0,17.0,9.0,6.0,37.0,49.0,9.0,6.0,9.0,6.0,11.0,0.0,120.0,752.0,32.0,34.0,32.0,32.0,16.0,15.0,11.0,0.0,31.0,39.0,10.0,6.0,11.0,0.0,11.0,0.0,44.0,101.0,54.0,144.0,39.0,62.0,45.0,107.0,31.0,64.0,11.0,11.0,27.0,38.0,14.0,16.0,20.0,16.0,11.0,10.0,19.0,18.0,16.0,20.0,11.0,0.0,13.0,7.0,12.0,12.0,220.0,1669.0,198.0,1031.0,141.0,553.0,163.0,408.0,11.0,0.0,44.0,50.0,11.0,0.0,11.0,0.0,20.0,20.0,18.0,12.0,11.0,8.0,185.0,638.0,179.0,515.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,55.0,100.0,26.0,23.0,13.0,9.0,15.0,14.0
170310301041,406.0,2939.0,249.0,1164.0,39.0,22.0,11.0,0.0,49.0,27.0,13.0,6.0,104.0,262.0,81.0,114.0,78.0,77.0,47.0,80.0,69.0,132.0,55.0,65.0,38.0,45.0,11.0,0.0,52.0,69.0,61.0,74.0,48.0,68.0,11.0,0.0,18.0,21.0,8.0,4.0,55.0,64.0,25.0,27.0,12.0,7.0,11.0,0.0,11.0,0.0,269.0,1775.0,11.0,0.0,11.0,0.0,11.0,0.0,44.0,45.0,220.0,775.0,69.0,119.0,37.0,52.0,50.0,86.0,71.0,119.0,156.0,153.0,11.0,0.0,52.0,47.0,11.0,0.0,47.0,57.0,35.0,53.0,11.0,0.0,56.0,48.0,27.0,22.0,31.0,23.0,56.0,59.0,45.0,50.0,11.0,7.0,50.0,60.0,406.0,2939.0,393.0,2684.0,336.0,1846.0,160.0,230.0,11.0,0.0,204.0,517.0,11.0,0.0,11.0,0.0,61.0,91.0,11.0,0.0,61.0,91.0,99.0,255.0,102.0,191.0,11.0,0.0,11.0,0.0,17.0,10.0,11.0,0.0,35.0,38.0,23.0,16.0,23.0,16.0,11.0,0.0
170310207012,175.0,883.0,97.0,460.0,16.0,15.0,11.0,11.0,18.0,22.0,9.0,5.0,20.0,14.0,10.0,7.0,8.0,5.0,33.0,44.0,42.0,70.0,26.0,42.0,11.0,0.0,29.0,30.0,20.0,27.0,19.0,27.0,17.0,21.0,25.0,20.0,29.0,36.0,10.0,10.0,11.0,0.0,21.0,24.0,14.0,15.0,12.0,15.0,11.0,0.0,100.0,423.0,36.0,35.0,15.0,17.0,11.0,0.0,20.0,23.0,12.0,11.0,11.0,0.0,11.0,0.0,10.0,6.0,18.0,24.0,42.0,62.0,15.0,16.0,33.0,52.0,7.0,5.0,23.0,38.0,40.0,55.0,8.0,5.0,16.0,20.0,11.0,0.0,7.0,5.0,17.0,23.0,12.0,11.0,11.0,10.0,8.0,5.0,175.0,883.0,173.0,746.0,151.0,514.0,53.0,46.0,11.0,0.0,82.0,163.0,11.0,0.0,11.0,0.0,22.0,23.0,11.0,0.0,22.0,23.0,82.0,137.0,78.0,101.0,15.0,10.0,7.0,5.0,11.0,0.0,11.0,0.0,9.0,6.0,23.0,15.0,11.0,0.0,23.0,15.0
170310208024,445.0,1318.0,230.0,714.0,81.0,64.0,31.0,50.0,22.0,12.0,32.0,26.0,21.0,13.0,14.0,7.0,22.0,9.0,65.0,54.0,73.0,68.0,60.0,62.0,32.0,24.0,36.0,37.0,28.0,17.0,38.0,32.0,68.0,61.0,56.0,63.0,63.0,81.0,11.0,0.0,11.0,0.0,11.0,0.0,44.0,34.0,11.0,0.0,11.0,0.0,245.0,604.0,26.0,21.0,52.0,73.0,33.0,25.0,49.0,45.0,11.0,0.0,26.0,17.0,60.0,34.0,61.0,50.0,25.0,20.0,34.0,32.0,67.0,41.0,37.0,30.0,52.0,54.0,30.0,20.0,68.0,108.0,11.0,0.0,11.0,0.0,22.0,13.0,11.0,0.0,11.0,0.0,34.0,21.0,11.0,0.0,11.0,0.0,445.0,1318.0,390.0,1100.0,125.0,243.0,307.0,387.0,11.0,0.0,263.0,433.0,11.0,0.0,11.0,0.0,54.0,37.0,54.0,37.0,11.0,0.0,192.0,218.0,192.0,218.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170310208014,551.0,2304.0,306.0,1249.0,115.0,106.0,81.0,73.0,91.0,110.0,27.0,18.0,43.0,38.0,34.0,21.0,77.0,47.0,24.0,15.0,81.0,87.0,33.0,29.0,104.0,195.0,88.0,99.0,78.0,67.0,56.0,82.0,11.0,0.0,92.0,85.0,45.0,37.0,20.0,13.0,42.0,39.0,35.0,22.0,11.0,0.0,31.0,20.0,54.0,46.0,293.0,1055.0,62.0,75.0,47.0,40.0,73.0,61.0,29.0,18.0,39.0,25.0,11.0,0.0,35.0,29.0,77.0,47.0,52.0,62.0,92.0,99.0,65.0,65.0,37.0,24.0,45.0,41.0,86.0,104.0,93.0,142.0,40.0,31.0,68.0,55.0,35.0,21.0,54.0,47.0,44.0,36.0,24.0,15.0,11.0,0.0,27.0,18.0,551.0,2304.0,517.0,1911.0,297.0,879.0,238.0,181.0,11.0,0.0,473.0,699.0,11.0,0.0,11.0,0.0,120.0,152.0,11.0,0.0,120.0,152.0,317.0,393.0,298.0,334.0,11.0,0.0,11.0,0.0,11.0,0.0,28.0,18.0,68.0,41.0,11.0,0.0,11.0,0.0,11.0,0.0
170310208011,421.0,1784.0,256.0,901.0,38.0,31.0,46.0,41.0,31.0,19.0,24.0,11.0,72.0,70.0,35.0,21.0,32.0,26.0,42.0,39.0,58.0,73.0,71.0,79.0,27.0,16.0,64.0,87.0,60.0,61.0,81.0,84.0,102.0,116.0,16.0,8.0,22.0,12.0,11.0,0.0,26.0,16.0,40.0,31.0,50.0,31.0,24.0,13.0,27.0,16.0,246.0,883.0,11.0,0.0,28.0,17.0,94.0,125.0,31.0,21.0,33.0,23.0,50.0,30.0,35.0,21.0,85.0,63.0,36.0,33.0,65.0,84.0,54.0,72.0,27.0,17.0,80.0,73.0,67.0,95.0,34.0,29.0,11.0,0.0,30.0,24.0,68.0,42.0,46.0,40.0,40.0,35.0,49.0,30.0,11.0,0.0,14.0,9.0,421.0,1784.0,352.0,1248.0,378.0,780.0,187.0,126.0,11.0,0.0,271.0,319.0,11.0,0.0,11.0,0.0,40.0,23.0,11.0,0.0,40.0,23.0,291.0,536.0,292.0,518.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,29.0,18.0,11.0,0.0,11.0,0.0,11.0,0.0
170310208023,843.0,3131.0,432.0,1524.0,77.0,81.0,109.0,169.0,105.0,141.0,62.0,62.0,26.0,21.0,11.0,0.0,62.0,56.0,53.0,43.0,27.0,20.0,128.0,206.0,94.0,108.0,128.0,216.0,68.0,94.0,42.0,51.0,74.0,82.0,11.0,0.0,32.0,19.0,77.0,45.0,34.0,20.0,50.0,34.0,89.0,55.0,2.0,1.0,11.0,0.0,485.0,1607.0,111.0,177.0,18.0,11.0,95.0,120.0,51.0,59.0,41.0,48.0,11.0,0.0,11.0,0.0,88.0,116.0,136.0,132.0,155.0,186.0,91.0,151.0,105.0,128.0,111.0,150.0,95.0,103.0,90.0,78.0,37.0,32.0,17.0,9.0,101.0,75.0,18.0,11.0,32.0,21.0,11.0,0.0,11.0,0.0,11.0,0.0,843.0,3131.0,839.0,2885.0,485.0,1097.0,417.0,278.0,11.0,0.0,573.0,1240.0,11.0,0.0,11.0,0.0,347.0,270.0,60.0,37.0,340.0,233.0,205.0,246.0,202.0,227.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,32.0,18.0,4.0,1.0,4.0,1.0,11.0,0.0
170310304001,275.0,1533.0,141.0,788.0,43.0,36.0,58.0,61.0,47.0,47.0,31.0,23.0,12.0,7.0,13.0,7.0,11.0,0.0,16.0,13.0,70.0,126.0,46.0,63.0,33.0,30.0,59.0,77.0,35.0,72.0,43.0,87.0,16.0,13.0,11.0,0.0,34.0,39.0,10.0,7.0,27.0,24.0,11.0,7.0,33.0,22.0,18.0,18.0,14.0,9.0,185.0,745.0,62.0,65.0,13.0,7.0,31.0,31.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,41.0,36.0,23.0,24.0,83.0,143.0,42.0,43.0,30.0,35.0,65.0,71.0,24.0,26.0,62.0,70.0,11.0,0.0,11.0,0.0,20.0,24.0,32.0,36.0,49.0,67.0,45.0,48.0,16.0,10.0,15.0,9.0,275.0,1533.0,152.0,952.0,143.0,762.0,34.0,42.0,28.0,27.0,96.0,121.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,270.0,581.0,277.0,521.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,62.0,60.0,11.0,0.0,11.0,0.0,11.0,0.0
170310302001,424.0,1606.0,247.0,693.0,22.0,13.0,56.0,48.0,34.0,34.0,6.0,8.0,26.0,16.0,11.0,0.0,6.0,2.0,74.0,64.0,31.0,30.0,22.0,16.0,47.0,58.0,85.0,120.0,39.0,24.0,106.0,100.0,35.0,32.0,55.0,36.0,28.0,18.0,36.0,31.0,25.0,16.0,11.0,0.0,30.0,27.0,11.0,0.0,11.0,0.0,248.0,913.0,33.0,28.0,34.0,23.0,27.0,17.0,11.0,0.0,27.0,17.0,19.0,12.0,11.0,0.0,51.0,87.0,97.0,89.0,92.0,108.0,25.0,23.0,54.0,76.0,60.0,96.0,103.0,93.0,56.0,61.0,24.0,15.0,65.0,78.0,25.0,16.0,24.0,14.0,67.0,60.0,11.0,0.0,11.0,0.0,11.0,0.0,424.0,1606.0,347.0,1446.0,295.0,1254.0,140.0,138.0,11.0,0.0,29.0,21.0,11.0,0.0,11.0,0.0,36.0,33.0,11.0,0.0,36.0,33.0,130.0,160.0,72.0,72.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,112.0,88.0,11.0,0.0,11.0,0.0,11.0,0.0
170310302002,330.0,1455.0,295.0,827.0,22.0,13.0,37.0,27.0,40.0,37.0,41.0,42.0,27.0,17.0,11.0,0.0,284.0,179.0,11.0,0.0,74.0,69.0,61.0,61.0,53.0,67.0,30.0,38.0,59.0,76.0,42.0,45.0,52.0,72.0,3.0,1.0,42.0,37.0,27.0,23.0,16.0,10.0,19.0,13.0,11.0,0.0,11.0,0.0,11.0,0.0,202.0,628.0,38.0,41.0,40.0,25.0,11.0,0.0,32.0,26.0,76.0,51.0,11.0,0.0,11.0,0.0,33.0,22.0,48.0,65.0,63.0,99.0,26.0,17.0,31.0,37.0,46.0,44.0,47.0,32.0,30.0,18.0,31.0,20.0,32.0,25.0,30.0,25.0,49.0,52.0,11.0,0.0,11.0,0.0,25.0,14.0,23.0,15.0,330.0,1455.0,327.0,1431.0,340.0,1115.0,197.0,214.0,11.0,0.0,71.0,69.0,11.0,0.0,25.0,16.0,28.0,17.0,11.0,0.0,28.0,17.0,30.0,24.0,11.0,0.0,11.0,0.0,11.0,0.0,17.0,10.0,11.0,0.0,25.0,14.0,11.0,0.0,11.0,0.0,11.0,0.0
170310302004,279.0,1380.0,225.0,706.0,41.0,37.0,36.0,30.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,39.0,40.0,49.0,41.0,44.0,53.0,58.0,74.0,24.0,15.0,53.0,55.0,67.0,54.0,47.0,48.0,78.0,46.0,90.0,108.0,26.0,16.0,40.0,27.0,24.0,16.0,11.0,0.0,11.0,0.0,73.0,46.0,226.0,674.0,46.0,46.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,27.0,23.0,27.0,17.0,86.0,102.0,48.0,56.0,32.0,37.0,40.0,37.0,97.0,67.0,94.0,96.0,4.0,2.0,49.0,55.0,4.0,2.0,14.0,9.0,4.0,2.0,73.0,52.0,11.0,0.0,113.0,71.0,279.0,1380.0,277.0,1087.0,276.0,1062.0,15.0,7.0,4.0,2.0,19.0,14.0,11.0,0.0,11.0,0.0,4.0,2.0,11.0,0.0,4.0,2.0,240.0,293.0,111.0,131.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,201.0,162.0,11.0,0.0,11.0,0.0,11.0,0.0
170310603001,280.0,1716.0,243.0,895.0,49.0,51.0,38.0,59.0,11.0,0.0,24.0,23.0,21.0,14.0,11.0,0.0,11.0,0.0,63.0,75.0,243.0,240.0,62.0,108.0,47.0,84.0,36.0,41.0,33.0,41.0,47.0,83.0,31.0,34.0,11.0,0.0,7.0,4.0,20.0,18.0,17.0,16.0,11.0,0.0,11.0,0.0,10.0,4.0,11.0,0.0,161.0,821.0,52.0,85.0,53.0,69.0,29.0,30.0,12.0,7.0,11.0,0.0,11.0,0.0,18.0,11.0,29.0,29.0,86.0,151.0,78.0,165.0,55.0,116.0,46.0,66.0,30.0,29.0,10.0,7.0,10.0,5.0,11.0,0.0,20.0,22.0,14.0,8.0,10.0,7.0,11.0,0.0,11.0,0.0,11.0,7.0,11.0,7.0,280.0,1716.0,315.0,1513.0,314.0,1355.0,20.0,13.0,11.0,0.0,71.0,97.0,11.0,0.0,11.0,0.0,57.0,48.0,11.0,0.0,57.0,48.0,151.0,203.0,144.0,191.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,19.0,12.0,11.0,0.0,11.0,0.0,11.0,0.0
170310629002,215.0,1255.0,192.0,699.0,22.0,19.0,11.0,0.0,40.0,58.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,50.0,65.0,146.0,209.0,66.0,137.0,31.0,38.0,42.0,48.0,62.0,88.0,18.0,18.0,11.0,0.0,11.0,0.0,17.0,12.0,11.0,7.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,127.0,556.0,31.0,39.0,11.0,0.0,23.0,23.0,11.0,0.0,32.0,19.0,40.0,25.0,11.0,0.0,52.0,68.0,75.0,188.0,43.0,87.0,33.0,58.0,11.0,0.0,24.0,24.0,11.0,0.0,11.0,0.0,11.0,0.0,13.0,8.0,12.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,14.0,9.0,215.0,1255.0,215.0,1255.0,192.0,1100.0,94.0,82.0,11.0,0.0,59.0,53.0,11.0,0.0,11.0,0.0,16.0,20.0,11.0,0.0,16.0,20.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170310604001,313.0,1845.0,259.0,926.0,31.0,38.0,44.0,48.0,36.0,35.0,11.0,0.0,11.0,0.0,11.0,0.0,126.0,113.0,107.0,83.0,87.0,146.0,67.0,178.0,67.0,132.0,26.0,33.0,49.0,70.0,14.0,9.0,12.0,7.0,11.0,0.0,11.0,0.0,28.0,24.0,17.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,144.0,919.0,87.0,169.0,37.0,42.0,24.0,28.0,11.0,0.0,11.0,0.0,11.0,0.0,22.0,20.0,39.0,25.0,88.0,248.0,58.0,153.0,40.0,87.0,26.0,47.0,45.0,56.0,11.0,11.0,9.0,6.0,11.0,0.0,13.0,9.0,26.0,18.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,313.0,1845.0,325.0,1731.0,296.0,1506.0,12.0,7.0,11.0,0.0,83.0,102.0,11.0,0.0,11.0,0.0,166.0,116.0,11.0,0.0,166.0,116.0,77.0,114.0,65.0,72.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,43.0,42.0,11.0,0.0,11.0,0.0,11.0,0.0
170310604003,226.0,1124.0,126.0,508.0,25.0,32.0,33.0,40.0,15.0,9.0,11.0,6.0,11.0,0.0,11.0,0.0,11.0,0.0,51.0,58.0,53.0,47.0,38.0,78.0,45.0,88.0,24.0,35.0,21.0,23.0,13.0,8.0,44.0,54.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,18.0,21.0,13.0,9.0,11.0,0.0,11.0,0.0,160.0,616.0,46.0,90.0,52.0,69.0,11.0,0.0,11.0,0.0,11.0,0.0,81.0,52.0,11.0,0.0,91.0,105.0,27.0,23.0,28.0,44.0,58.0,111.0,20.0,26.0,17.0,17.0,33.0,30.0,38.0,28.0,11.0,0.0,11.0,0.0,13.0,13.0,11.0,0.0,12.0,8.0,11.0,0.0,11.0,0.0,11.0,0.0,226.0,1124.0,224.0,987.0,218.0,925.0,13.0,9.0,43.0,27.0,31.0,18.0,11.0,0.0,11.0,0.0,13.0,8.0,11.0,0.0,13.0,8.0,97.0,137.0,96.0,121.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,13.0,8.0,12.0,8.0,11.0,0.0,12.0,8.0
170318319001,314.0,1733.0,207.0,780.0,26.0,24.0,64.0,84.0,46.0,29.0,16.0,11.0,11.0,0.0,11.0,0.0,11.0,0.0,178.0,166.0,51.0,83.0,80.0,129.0,49.0,55.0,35.0,50.0,24.0,24.0,56.0,96.0,15.0,10.0,11.0,0.0,11.0,0.0,14.0,9.0,15.0,10.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,199.0,953.0,27.0,28.0,37.0,41.0,51.0,31.0,17.0,11.0,11.0,0.0,15.0,9.0,11.0,0.0,110.0,110.0,113.0,310.0,58.0,152.0,41.0,79.0,29.0,42.0,49.0,39.0,43.0,47.0,25.0,36.0,11.0,0.0,14.0,9.0,15.0,9.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,314.0,1733.0,277.0,1614.0,290.0,1412.0,11.0,0.0,11.0,0.0,72.0,100.0,11.0,0.0,11.0,0.0,93.0,102.0,54.0,36.0,75.0,66.0,137.0,119.0,137.0,119.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0
170310626001,180.0,2370.0,134.0,1182.0,51.0,156.0,29.0,54.0,40.0,53.0,21.0,32.0,11.0,0.0,11.0,0.0,11.0,0.0,25.0,36.0,62.0,157.0,65.0,154.0,44.0,145.0,39.0,128.0,42.0,97.0,36.0,87.0,27.0,34.0,11.0,0.0,13.0,11.0,9.0,6.0,11.0,7.0,14.0,13.0,11.0,7.0,7.0,5.0,11.0,0.0,114.0,1188.0,40.0,124.0,42.0,79.0,41.0,93.0,16.0,17.0,11.0,7.0,11.0,0.0,8.0,5.0,33.0,59.0,63.0,138.0,57.0,172.0,51.0,195.0,36.0,88.0,29.0,79.0,28.0,63.0,14.0,13.0,23.0,25.0,11.0,0.0,7.0,4.0,11.0,0.0,13.0,9.0,6.0,4.0,16.0,14.0,11.0,0.0,180.0,2370.0,168.0,2199.0,180.0,1764.0,29.0,31.0,11.0,0.0,104.0,282.0,11.0,0.0,11.0,8.0,56.0,114.0,11.0,0.0,56.0,114.0,75.0,171.0,63.0,133.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,31.0,38.0,26.0,23.0,16.0,15.0
170310627003,235.0,1194.0,176.0,704.0,42.0,62.0,35.0,43.0,24.0,22.0,32.0,38.0,19.0,12.0,11.0,0.0,11.0,0.0,87.0,81.0,78.0,101.0,34.0,53.0,38.0,60.0,40.0,67.0,11.0,7.0,18.0,19.0,12.0,8.0,12.0,7.0,20.0,17.0,34.0,28.0,16.0,19.0,41.0,39.0,22.0,21.0,11.0,0.0,11.0,0.0,121.0,490.0,47.0,68.0,27.0,30.0,13.0,7.0,28.0,34.0,11.0,0.0,11.0,0.0,11.0,0.0,12.0,7.0,46.0,58.0,35.0,62.0,38.0,59.0,28.0,31.0,23.0,20.0,15.0,14.0,12.0,8.0,11.0,7.0,23.0,25.0,11.0,7.0,16.0,14.0,19.0,17.0,11.0,7.0,12.0,8.0,11.0,7.0,235.0,1194.0,230.0,1082.0,229.0,1017.0,12.0,8.0,38.0,24.0,19.0,15.0,11.0,0.0,14.0,9.0,13.0,9.0,11.0,0.0,13.0,9.0,110.0,112.0,114.0,105.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,7.0,11.0,7.0,11.0,0.0
